Time,x,y,z,vx,vy,vz,ax,ay,az,roll,pitch,yaw,vroll,vpitch,vyaw,ar,ap,ay,qw,qx,qy,qz
2.000000,0.000000,0.000000,0.500000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000019,0.000001,0.000000,1.000000,0.000000,-0.000000,0.000000
2.005000,0.000000,0.000000,0.500000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000038,0.000003,0.000000,1.000000,-0.000000,0.000000,0.000000
2.010000,0.000000,0.000000,0.500000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000076,0.000005,0.000000,1.000000,-0.000000,0.000000,0.000000
2.015000,0.000000,0.000000,0.500000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000001,0.000000,0.000000,-0.000113,0.000008,0.000000,1.000000,-0.000000,0.000000,0.000000
2.020000,0.000000,0.000000,0.500000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000002,0.000000,0.000000,-0.000148,0.000010,0.000000,1.000000,-0.000000,0.000000,0.000000
2.025000,0.000000,0.000000,0.500000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000002,0.000000,0.000000,-0.000183,0.000013,0.000000,1.000000,-0.000000,0.000000,0.000000
2.030000,0.000000,0.000000,0.500000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000001,-0.000000,0.000000,0.000000,-0.000003,0.000000,0.000000,-0.000217,0.000015,0.000000,1.000000,-0.000000,0.000000,0.000000
2.035000,0.000000,0.000000,0.500000,0.000000,0.000000,-0.000000,0.000000,0.000001,-0.000001,-0.000000,0.000000,0.000000,-0.000005,0.000000,0.000000,-0.000250,0.000017,0.000000,1.000000,-0.000000,0.000000,0.000000
2.040000,0.000000,0.000000,0.500000,0.000000,0.000000,-0.000000,0.000000,0.000001,-0.000002,-0.000000,0.000000,0.000000,-0.000006,0.000000,0.000000,-0.000282,0.000019,0.000000,1.000000,-0.000000,0.000000,0.000000
2.045000,0.000000,0.000000,0.500000,0.000000,0.000000,-0.000000,0.000000,0.000001,-0.000003,-0.000000,0.000000,0.000000,-0.000007,0.000001,0.000000,-0.000313,0.000022,0.000000,1.000000,-0.000000,0.000000,0.000000
2.050000,0.000000,0.000000,0.500000,0.000000,0.000000,-0.000000,0.000000,0.000001,-0.000003,-0.000000,0.000000,0.000000,-0.000009,0.000001,0.000000,-0.000343,0.000024,0.000000,1.000000,-0.000000,0.000000,0.000000
2.055000,0.000000,0.000000,0.500000,0.000000,0.000000,-0.000000,0.000000,0.000002,-0.000005,-0.000000,0.000000,0.000000,-0.000011,0.000001,0.000000,-0.000373,0.000026,0.000000,1.000000,-0.000000,0.000000,0.000000
2.060000,0.000000,0.000000,0.500000,0.000000,0.000000,-0.000000,0.000000,0.000003,-0.000006,-0.000000,0.000000,0.000000,-0.000013,0.000001,0.000000,-0.000401,0.000028,0.000000,1.000000,-0.000000,0.000000,0.000000
2.065000,0.000000,0.000000,0.500000,0.000000,0.000000,-0.000000,0.000000,0.000003,-0.000007,-0.000000,0.000000,0.000000,-0.000015,0.000001,0.000000,-0.000429,0.000030,0.000000,1.000000,-0.000000,0.000000,0.000000
2.070000,0.000000,0.000000,0.500000,0.000000,0.000000,-0.000000,0.000000,0.000004,-0.000009,-0.000000,0.000000,0.000000,-0.000017,0.000001,0.000000,-0.000456,0.000031,0.000000,1.000000,-0.000000,0.000000,0.000000
2.075000,0.000000,0.000000,0.500000,0.000000,0.000000,-0.000000,0.000000,0.000005,-0.000011,-0.000000,0.000000,0.000000,-0.000019,0.000001,0.000000,-0.000482,0.000033,0.000000,1.000000,-0.000000,0.000000,0.000000
2.080000,0.000000,0.000000,0.500000,0.000000,0.000000,-0.000000,0.000000,0.000006,-0.000013,-0.000001,0.000000,0.000000,-0.000022,0.000002,0.000000,-0.000507,0.000035,0.000000,1.000000,-0.000000,0.000000,0.000000
2.085000,0.000000,0.000000,0.500000,0.000000,0.000000,-0.000000,0.000000,0.000007,-0.000016,-0.000001,0.000000,0.000000,-0.000024,0.000002,0.000000,-0.000532,0.000037,0.000000,1.000000,-0.000000,0.000000,0.000000
2.090000,0.000000,0.000000,0.500000,0.000000,0.000000,-0.000000,0.000001,0.000008,-0.000019,-0.000001,0.000000,0.000000,-0.000027,0.000002,0.000000,-0.000555,0.000038,0.000000,1.000000,-0.000000,0.000000,0.000000
2.095000,0.000000,0.000000,0.500000,0.000000,0.000000,-0.000001,0.000001,0.000010,-0.000022,-0.000001,0.000000,0.000000,-0.000030,0.000002,0.000000,-0.000578,0.000040,0.000000,1.000000,-0.000000,0.000000,0.000000
