Time,x,y,z,vx,vy,vz,ax,ay,az,roll,pitch,yaw,vroll,vpitch,vyaw,ar,ap,ay,qw,qx,qy,qz
2.000000,-0.000000,0.000000,0.500000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000013,-0.000012,0.000000,1.000000,0.000000,0.000000,0.000000
2.005000,-0.000000,0.000000,0.500000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000025,-0.000024,0.000000,1.000000,-0.000000,-0.000000,0.000000
2.010000,-0.000000,0.000000,0.500000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000050,-0.000047,0.000000,1.000000,-0.000000,-0.000000,0.000000
2.015000,-0.000000,0.000000,0.500000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000001,-0.000001,0.000000,-0.000074,-0.000070,0.000000,1.000000,-0.000000,-0.000000,0.000000
2.020000,-0.000000,0.000000,0.500000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000001,-0.000001,0.000000,-0.000097,-0.000093,0.000000,1.000000,-0.000000,-0.000000,0.000000
2.025000,-0.000000,0.000000,0.500000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000002,-0.000001,0.000000,-0.000120,-0.000114,0.000000,1.000000,-0.000000,-0.000000,0.000000
2.030000,-0.000000,0.000000,0.500000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000001,-0.000000,-0.000000,0.000000,-0.000002,-0.000002,0.000000,-0.000142,-0.000135,0.000000,1.000000,-0.000000,-0.000000,0.000000
2.035000,-0.000000,0.000000,0.500000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000001,-0.000000,-0.000000,0.000000,-0.000003,-0.000003,0.000000,-0.000164,-0.000156,0.000000,1.000000,-0.000000,-0.000000,0.000000
2.040000,-0.000000,0.000000,0.500000,-0.000000,0.000000,-0.000000,-0.000000,0.000001,-0.000002,-0.000000,-0.000000,0.000000,-0.000004,-0.000004,0.000000,-0.000185,-0.000176,0.000000,1.000000,-0.000000,-0.000000,0.000000
2.045000,-0.000000,0.000000,0.500000,-0.000000,0.000000,-0.000000,-0.000001,0.000001,-0.000002,-0.000000,-0.000000,0.000000,-0.000005,-0.000005,0.000000,-0.000205,-0.000195,0.000000,1.000000,-0.000000,-0.000000,0.000000
2.050000,-0.000000,0.000000,0.500000,-0.000000,0.000000,-0.000000,-0.000001,0.000001,-0.000003,-0.000000,-0.000000,0.000000,-0.000006,-0.000006,0.000000,-0.000225,-0.000214,0.000000,1.000000,-0.000000,-0.000000,0.000000
2.055000,-0.000000,0.000000,0.500000,-0.000000,0.000000,-0.000000,-0.000001,0.000001,-0.000004,-0.000000,-0.000000,0.000000,-0.000007,-0.000007,0.000000,-0.000245,-0.000233,0.000000,1.000000,-0.000000,-0.000000,0.000000
2.060000,-0.000000,0.000000,0.500000,-0.000000,0.000000,-0.000000,-0.000002,0.000002,-0.000006,-0.000000,-0.000000,0.000000,-0.000008,-0.000008,0.000000,-0.000263,-0.000250,0.000000,1.000000,-0.000000,-0.000000,0.000000
2.065000,-0.000000,0.000000,0.500000,-0.000000,0.000000,-0.000000,-0.000002,0.000002,-0.000007,-0.000000,-0.000000,0.000000,-0.000010,-0.000009,0.000000,-0.000282,-0.000268,0.000000,1.000000,-0.000000,-0.000000,0.000000
2.070000,-0.000000,0.000000,0.500000,-0.000000,0.000000,-0.000000,-0.000003,0.000003,-0.000009,-0.000000,-0.000000,0.000000,-0.000011,-0.000011,0.000000,-0.000299,-0.000284,0.000000,1.000000,-0.000000,-0.000000,0.000000
2.075000,-0.000000,0.000000,0.500000,-0.000000,0.000000,-0.000000,-0.000003,0.000003,-0.000011,-0.000000,-0.000000,0.000000,-0.000013,-0.000012,0.000000,-0.000316,-0.000301,0.000000,1.000000,-0.000000,-0.000000,0.000000
2.080000,-0.000000,0.000000,0.500000,-0.000000,0.000000,-0.000000,-0.000004,0.000004,-0.000013,-0.000000,-0.000000,0.000000,-0.000014,-0.000014,0.000000,-0.000333,-0.000316,0.000000,1.000000,-0.000000,-0.000000,0.000000
2.085000,-0.000000,0.000000,0.500000,-0.000000,0.000000,-0.000000,-0.000004,0.000005,-0.000016,-0.000000,-0.000000,0.000000,-0.000016,-0.000015,0.000000,-0.000349,-0.000332,0.000000,1.000000,-0.000000,-0.000000,0.000000
2.090000,-0.000000,0.000000,0.500000,-0.000000,0.000000,-0.000000,-0.000005,0.000005,-0.000019,-0.000001,-0.000001,0.000000,-0.000018,-0.000017,0.000000,-0.000364,-0.000346,0.000000,1.000000,-0.000000,-0.000000,0.000000
2.095000,-0.000000,0.000000,0.500000,-0.000000,0.000000,-0.000001,-0.000006,0.000006,-0.000022,-0.000001,-0.000001,0.000000,-0.000020,-0.000019,0.000000,-0.000379,-0.000361,0.000000,1.000000,-0.000000,-0.000000,0.000000
2.100000,-0.000000,0.000000,0.500000,-0.000000,0.000000,-0.000001,-0.000007,0.000007,-0.000025,-0.000001,-0.000001,0.000000,-0.000022,-0.000021,0.000000,-0.000394,-0.000374,0.000000,1.000000,-0.000000,-0.000000,0.000000
2.105000,-0.000000,0.000000,0.500000,-0.000000,0.000000,-0.000001,-0.000008,0.000008,-0.000029,-0.000001,-0.000001,0.000000,-0.000024,-0.000022,0.000000,-0.000408,-0.000388,0.000000,1.000000,-0.000000,-0.000000,0.000000
2.110000,-0.000000,0.000000,0.500000,-0.000000,0.000000,-0.000001,-0.000009,0.000010,-0.000033,-0.000001,-0.000001,0.000000,-0.000026,-0.000024,0.000000,-0.000421,-0.000401,0.000000,1.000000,-0.000000,-0.000000,0.000000
